date,price
2025-09-29,476.66
2025-09-30,474.14
2025-10-01,484.68
2025-10-02,486.11
2025-10-03,506.6
2025-10-06,510.39
2025-10-07,512.35
2025-10-08,509.71
2025-10-09,511.14
2025-10-10,509.94
2025-10-13,516.64
2025-10-14,525.75
2025-10-15,518.52
2025-10-16,506.3
2025-10-17,489.77
2025-10-20,494.44
2025-10-21,484.82
2025-10-22,466.23
2025-10-23,469.68
2025-10-24,490.94
2025-10-27,491.08
2025-10-28,498.69
2025-10-29,499.62
2025-10-30,498.93
2025-10-31,507.39
2025-11-03,504.94
2025-11-04,507.57
2025-11-05,510.71
2025-11-06,504.78
2025-11-07,513.99
2025-11-10,512.58
2025-11-11,505.81
2025-11-12,510.9
2025-11-13,502.84
2025-11-14,503.3
2025-11-17,503.42
2025-11-18,513.46
2025-11-19,518.05
2025-11-20,518.02
2025-11-21,525.86
2025-11-24,539.23
2025-11-25,544.86
2025-11-26,545.17
2025-11-27,532.52
2025-11-28,522.52
2025-12-01,519.86
2025-12-02,514.37
2025-12-03,512.84
2025-12-04,513.57
2025-12-05,518.67
2025-12-08,518.22
2025-12-09,522.97
2025-12-10,523.78
2025-12-11,505.37
2025-12-12,497.02
2025-12-15,495.93
2025-12-16,485.33
2025-12-17,490.77
2025-12-18,504.49
2025-12-19,515.76
2025-12-22,513.98
2025-12-23,527.98
2025-12-24,529.6
2025-12-25,526.6
2025-12-26,521.0
2025-12-29,518.37
2025-12-30,514.95
2025-12-31,516.74
2026-01-01,518.44
2026-01-02,518.68
2026-01-05,522.96
2026-01-06,534.38
2026-01-07,543.73
2026-01-08,529.41
2026-01-09,505.29
2026-01-12,513.99
2026-01-13,501.55
2026-01-14,499.72
2026-01-15,489.39
2026-01-16,473.71
2026-01-19,478.52
2026-01-20,485.25
2026-01-21,480.41
2026-01-22,458.2
2026-01-23,453.87
2026-01-26,457.26
2026-01-27,445.27
2026-01-28,446.91
2026-01-29,446.97
2026-01-30,451.81
2026-02-02,452.96
2026-02-03,445.21
2026-02-04,454.98
2026-02-05,453.86
2026-02-06,453.82
2026-02-09,446.38
2026-02-10,442.99
2026-02-11,436.12
2026-02-12,434.93
2026-02-13,448.51
2026-02-16,437.61
2026-02-17,425.08
2026-02-18,436.5
2026-02-19,435.03
2026-02-20,429.97
2026-02-23,438.19
2026-02-24,433.59
2026-02-25,448.01
2026-02-26,453.66
2026-02-27,449.85
2026-03-02,467.5
2026-03-03,462.59
2026-03-04,468.96
2026-03-05,471.67
2026-03-06,482.91
2026-03-09,496.68
2026-03-10,497.16
2026-03-11,490.62
2026-03-12,494.88
2026-03-13,489.04
2026-03-16,506.96
2026-03-17,508.41
2026-03-18,505.27
2026-03-19,507.15
2026-03-20,495.05
2026-03-23,486.59
2026-03-24,497.3
2026-03-25,491.62
2026-03-26,482.55
2026-03-27,487.41
2026-03-30,498.01
2026-03-31,504.65
2026-04-01,513.9
2026-04-02,507.1
2026-04-03,494.33
2026-04-06,507.88
2026-04-07,505.14
2026-04-08,503.06
2026-04-09,515.29
2026-04-10,520.65
2026-04-13,525.13
2026-04-14,545.81
2026-04-15,539.7
2026-04-16,548.93
2026-04-17,549.72
2026-04-20,552.59
2026-04-21,568.02
2026-04-22,573.44
2026-04-23,579.22
2026-04-24,590.64
2026-04-27,586.99
2026-04-28,578.36
2026-04-29,567.72
2026-04-30,547.85
2026-05-01,568.34
2026-05-04,557.29
2026-05-05,555.29
2026-05-06,552.74
2026-05-07,556.02
2026-05-08,564.41
2026-05-11,573.38
2026-05-12,567.59
2026-05-13,566.11
2026-05-14,569.22
2026-05-15,566.9
2026-05-18,583.52
2026-05-19,588.91
2026-05-20,596.94
2026-05-21,604.3
2026-05-22,617.31
2026-05-25,619.57
2026-05-26,605.35
2026-05-27,609.95
2026-05-28,603.04
2026-05-29,597.54
2026-06-01,604.09
2026-06-02,617.8
2026-06-03,618.28
2026-06-04,621.96
2026-06-05,641.27
2026-06-08,644.31
2026-06-09,674.74
2026-06-10,681.87
2026-06-11,660.54
2026-06-12,669.76
2026-06-15,674.62
2026-06-16,690.55
2026-06-17,699.2
2026-06-18,697.73
2026-06-19,682.64
2026-06-22,680.34
2026-06-23,670.2
2026-06-24,663.46
2026-06-25,670.76
2026-06-26,691.19
2026-06-29,696.37
2026-06-30,681.66
2026-07-01,687.39
2026-07-02,702.47
2026-07-03,695.04
2026-07-06,693.64
2026-07-07,694.1
2026-07-08,684.57
2026-07-09,692.84
2026-07-10,691.6
2026-07-13,697.1
2026-07-14,686.25
2026-07-15,681.12
2026-07-16,690.25
2026-07-17,685.89
2026-07-20,707.49
2026-07-21,702.68
2026-07-22,705.8
2026-07-23,717.93
2026-07-24,699.89
2026-07-27,677.99
2026-07-28,659.64
2026-07-29,674.9
2026-07-30,668.46
2026-07-31,699.51
2026-08-03,692.69
2026-08-04,695.26
2026-08-05,714.84
2026-08-06,740.94
2026-08-07,768.73
2026-08-10,785.76
2026-08-11,800.56
2026-08-12,809.41
2026-08-13,821.08
2026-08-14,813.26
2026-08-17,801.61
2026-08-18,801.88
2026-08-19,799.75
2026-08-20,793.54
2026-08-21,803.8
2026-08-24,817.95
2026-08-25,819.58
2026-08-26,841.7
2026-08-27,824.74
2026-08-28,822.2
